time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id
2018-06-09T06:01:27.980Z,19.4233341,-155.2655029,1.04,2.12,ml,16,109,0.004254,0.13,hv,hv70251487
2018-06-09T05:58:47.030Z,19.4134998,-155.272171,1.72,2.39,ml,20,78,0.01169,0.25,hv,hv70251482
2018-06-09T05:57:37.670Z,19.3991661,-155.2675018,0.36,2.45,ml,22,67,0.001664,0.2,hv,hv70251477
2018-06-09T05:48:46.150Z,19.3938332,-155.2734985,1.05,2.42,ml,31,42,0.001533,0.21,hv,hv70251472
2018-06-09T05:45:24.058Z,66.7751,-146.6883,15.7,1,ml,,,,0.5,ak,ak19736504
2018-06-09T05:45:22.210Z,19.4031658,-155.2695007,0.66,2.14,ml,15,58,0.005892,0.14,hv,hv70251462
2018-06-09T05:40:58.990Z,19.3911667,-155.2768402,1.59,2.42,ml,35,51,0.005155,0.27,hv,hv70251452
2018-06-09T05:39:29.890Z,19.4263325,-155.2595062,1.05,2.45,ml,15,141,0.003547,0.22,hv,hv70251447
2018-06-09T05:38:12.250Z,19.4220009,-155.2818298,0.58,2.37,ml,13,121,0.004818,0.11,hv,hv70251442
2018-06-09T05:37:25.660Z,19.4026661,-155.2606659,0.09,2.64,ml,27,52,0.00671,0.22,hv,hv70251437
2018-06-09T05:36:53.430Z,19.3956661,-155.2845001,1.07,2.8,ml,7,187,0.009459,0.17,hv,hv70251432
2018-06-09T05:34:46.120Z,19.4798336,-155.2618408,11.7,2.1,ml,14,302,0.02336,0.2,hv,hv70251427
2018-06-09T05:32:29.737Z,60.311,-151.0078,54.5,1.4,ml,,,,0.48,ak,ak19736502
2018-06-09T05:31:55.150Z,19.3963337,-155.2640076,0.23,2.34,ml,20,55,0.002694,0.14,hv,hv70251422
2018-06-09T05:28:16.220Z,19.3978329,-155.2683258,0.52,2.51,ml,21,58,0.002203,0.2,hv,hv70251412
2018-06-09T05:27:03.710Z,19.4044991,-155.2771606,0.5,1.89,ml,18,57,0.009671,0.19,hv,hv70251407
2018-06-09T05:25:53.390Z,34.077,-117.5086667,3.96,0.85,ml,22,63,0.06395,0.15,ci,ci38194256
2018-06-09T05:23:05.730Z,19.4151669,-155.281662,2.82,1.91,ml,10,172,0.003383,0.18,hv,hv70251397
2018-06-09T05:22:07.360Z,19.4096661,-155.2664948,1.35,2.04,ml,21,71,0.006694,0.13,hv,hv70251392
2018-06-09T05:18:17.300Z,19.4036674,-155.2720032,0.29,2.64,ml,40,30,0.007804,0.3,hv,hv70251382
2018-06-09T05:17:33.810Z,19.4108333,-155.2721667,0.72,2.17,ml,16,99,0.01167,0.07,hv,hv70251377
2018-06-09T05:16:03.720Z,19.4171658,-155.29216,0.29,2.97,ml,17,62,0.003902,0.24,hv,hv70251372
2018-06-09T05:14:07.786Z,59.4745,-155.9871,3.2,1.3,ml,,,,0.83,ak,ak19736499
2018-06-09T05:13:24.660Z,19.4091663,-155.2798309,0.36,2.01,ml,17,125,0.009361,0.25,hv,hv70251367
2018-06-09T05:13:17.010Z,19.3938332,-155.2669983,0.7,2.3,ml,13,83,0.00448,0.25,hv,hv70251362
2018-06-09T05:11:46.940Z,19.4078331,-155.2928314,1.01,2.27,ml,13,85,0.01279,0.17,hv,hv70251357
2018-06-09T05:07:43.090Z,19.4015007,-155.2698364,1.37,2.08,ml,18,61,0.004838,0.29,hv,hv70251332
2018-06-09T05:06:00.090Z,19.4139996,-155.2376709,-0.54,2.4,ml,9,170,0.02373,0.11,hv,hv70251327
2018-06-09T05:05:59.910Z,19.4106674,-155.2740021,2.22,2.2,ml,24,80,0.0118,0.14,hv,hv70251322
2018-06-09T05:04:15.510Z,19.3829994,-155.2788391,1.24,2.08,ml,13,77,0.004441,0.19,hv,hv70251317
2018-06-09T05:04:11.420Z,19.4186668,-155.2888336,1.25,2.2,ml,26,51,0.00176,0.31,hv,hv70251312
2018-06-09T05:02:17.860Z,19.4008331,-155.2618408,0.78,2.26,ml,22,88,0.004722,0.17,hv,hv70251302
2018-06-09T05:02:07.060Z,19.4176674,-155.4426727,2.98,2.8,ml,8,350,0.143,0.38,hv,hv70251297
2018-06-09T05:00:45.377Z,62.9946,-150.4654,101,1.1,ml,,,,0.44,ak,ak19736497
2018-06-09T05:00:29.600Z,19.3864994,-155.2708282,0.39,1.81,ml,13,71,0.009214,0.24,hv,hv70251292
2018-06-09T04:58:09.340Z,19.4120007,-155.2661591,0.95,2.49,ml,14,85,0.00593,0.14,hv,hv70251282
2018-06-09T04:50:05.670Z,19.3864994,-155.2783356,1.01,2.44,ml,22,50,0.009872,0.15,hv,hv70251272
2018-06-09T04:48:41.150Z,19.4053326,-155.2726593,0.97,2.37,ml,19,57,0.009428,0.13,hv,hv70251267
2018-06-09T04:45:07.180Z,19.4139996,-155.2666626,0.7,2.56,ml,35,62,0.006681,0.26,hv,hv70251262
2018-06-09T04:43:49.570Z,19.4453335,-155.2355042,-0.09,2.29,ml,10,204,0.03268,0.36,hv,hv70251257
2018-06-09T04:42:54.378Z,60.6015,-144.2278,3.3,2.1,ml,,,,0.78,ak,ak19736493
2018-06-09T04:42:09.320Z,19.3966675,-155.2769928,1.02,2.42,ml,12,127,0.003416,0.13,hv,hv70251247
2018-06-09T04:41:14.210Z,19.4273338,-155.2806702,0.42,2.18,ml,20,83,0.003879,0.3,hv,hv70251242
2018-06-09T04:40:24.630Z,19.4013329,-155.2743378,0.79,2.15,ml,13,67,0.00597,0.17,hv,hv70251237
2018-06-09T04:40:08.760Z,19.3773327,-155.2983398,4.78,2.38,ml,9,285,0.01325,0.06,hv,hv70251232
2018-06-09T04:34:05.954Z,60.278,-151.131,35.8,1.4,ml,,,,0.31,ak,ak19736488
2018-06-09T04:34:03.510Z,19.4230003,-155.2756653,0.72,2.55,ml,30,40,0.002517,0.2,hv,hv70251227
2018-06-09T04:31:50.840Z,19.4046669,-155.2669983,0.82,2.38,ml,26,53,0.006456,0.21,hv,hv70251222
2018-06-09T04:30:57.320Z,19.4080009,-155.2656708,1.84,1.87,ml,21,45,0.006814,0.13,hv,hv70251217
2018-06-09T04:29:27.970Z,19.4371662,-155.2021637,10.79,1.71,md,9,314,0.05722,0.16,hv,hv70251212
2018-06-09T04:27:57.600Z,19.3998337,-155.2693329,0.26,2.61,ml,24,56,0.003495,0.15,hv,hv70251207
2018-06-09T04:24:28.120Z,19.4260006,-155.2794952,0.27,2.59,ml,10,82,0.002187,0.14,hv,hv70251197
2018-06-09T04:23:13.420Z,19.4044991,-155.2794952,0.48,2.76,ml,31,31,0.01063,0.23,hv,hv70251192
2018-06-09T04:22:43.820Z,19.4058342,-155.2734985,3.49,2.77,ml,10,193,0.01428,0.14,hv,hv70251187
2018-06-09T04:20:44.690Z,33.1948333,-116.3843333,11.67,1.04,ml,30,50,0.07817,0.2,ci,ci38194136
2018-06-09T04:20:43.250Z,19.4193325,-155.2565002,1.88,2.39,ml,19,123,0.00558,0.23,hv,hv70251182
2018-06-09T04:18:37.980Z,33.4206667,-116.6483333,0.19,0.72,ml,7,191,0.1914,0.16,ci,ci38194128
2018-06-09T04:17:43.290Z,19.4106674,-155.261673,1.15,2.54,ml,34,36,0.002206,0.17,hv,hv70251162
2018-06-09T04:17:14.870Z,33.2561667,-116.8273333,10.24,1.28,ml,43,43,0.06089,0.25,ci,ci38194120
2018-06-09T04:16:33.400Z,19.4006672,-155.2681732,0.83,1.86,ml,16,68,0.007379,0.16,hv,hv70251157
2018-06-09T04:13:41.370Z,-15.0824,-173.497,10,5,mb,,55,5.236,0.93,us,us1000elss
2018-06-09T04:08:19.700Z,19.5293331,-155.2610016,11.36,2.63,ml,13,337,0.1052,0.24,hv,hv70251137
2018-06-09T04:07:42.760Z,19.3221664,-155.1523285,1.81,2.73,ml,9,111,0.04226,0.1,hv,hv70251132
2018-06-09T04:03:33.770Z,19.4003334,-155.2714996,0.66,2.66,ml,25,52,0.005338,0.17,hv,hv70251122
2018-06-09T03:59:21.760Z,19.4016666,-155.2871704,0.77,2.44,ml,19,67,0.01327,0.28,hv,hv70251112
2018-06-09T03:59:20.940Z,19.3994999,-155.269165,1.57,2.57,ml,25,58,0.003211,0.16,hv,hv70251107
2018-06-09T03:57:37.180Z,19.4249992,-155.2661591,1.29,1.76,ml,11,124,0.002518,0.16,hv,hv70251102
2018-06-09T03:55:46.960Z,19.4246674,-155.2683258,3.69,1.8,ml,9,98,0.002474,0.13,hv,hv70251097
2018-06-09T03:55:09.780Z,19.3971672,-155.2813263,0.89,1.98,ml,11,151,0.00747,0.11,hv,hv70251092
2018-06-09T03:54:14.000Z,19.4284992,-155.281662,0.63,1.91,ml,9,86,0.005354,0.08,hv,hv70251087
2018-06-09T03:53:44.770Z,19.4078331,-155.2610016,2.92,1.95,ml,18,86,0.004363,0.21,hv,hv70251082
2018-06-09T03:50:00.010Z,33.9595,-119.1715,1.68,2.26,ml,36,69,0.198,0.29,ci,ci38194112
2018-06-09T03:49:04.080Z,36.5338333,-121.0466667,7.8,1.31,md,14,140,0.04493,0.05,nc,nc73027636
2018-06-09T03:48:23.740Z,19.3693333,-155.2380066,-0.21,2.04,ml,9,160,0.004876,0.15,hv,hv70251067
2018-06-09T03:46:25.700Z,33.0913333,-116.4733333,2.55,0.89,ml,24,63,0.1048,0.23,ci,ci38194104
2018-06-09T03:46:15.920Z,19.4044991,-155.2601624,0.85,2.34,ml,26,57,0.007553,0.23,hv,hv70251062
2018-06-09T03:44:28.020Z,19.4041672,-155.2631683,-0.13,1.9,ml,19,77,0.006484,0.17,hv,hv70251057
2018-06-09T03:43:21.800Z,33.2513333,-116.8221667,10.22,0.68,ml,17,84,0.0553,0.31,ci,ci38194096
2018-06-09T03:40:34.910Z,19.4058342,-155.2648315,1.23,1.87,ml,21,58,0.007637,0.11,hv,hv70251042
2018-06-09T03:38:14.840Z,33.4928333,-116.7938333,4.55,0.36,ml,13,74,0.08642,0.15,ci,ci38194088
2018-06-09T03:36:07.900Z,19.4090004,-155.2664948,1.08,2.68,ml,32,30,0.00696,0.3,hv,hv70251032
2018-06-09T03:35:46.300Z,19.3996658,-155.2689972,1.57,2.48,ml,20,67,0.003137,0.12,hv,hv70251027
2018-06-09T03:34:45.990Z,17.5068,-68.5146,38,2.71,md,6,256,1.4912,0.23,pr,pr2018160003
2018-06-09T03:34:11.440Z,51.6885,157.0816,123.08,4.2,mb,,147,1.471,0.75,us,us1000els0
2018-06-09T03:33:47.850Z,19.3886662,-155.2606659,-0.95,1.9,ml,10,190,0.009373,0.12,hv,hv70251022
2018-06-09T03:33:02.100Z,33.2536667,-116.8246667,12.56,0.62,ml,20,64,0.05798,0.14,ci,ci38194080
2018-06-09T03:31:17.810Z,19.4161663,-155.2736664,1.82,1.88,ml,17,47,0.009313,0.12,hv,hv70251017
2018-06-09T03:28:11.320Z,19.4190006,-155.2713318,0.7,2.1,ml,20,45,0.008223,0.12,hv,hv70251012
2018-06-09T03:26:20.890Z,19.4191666,-155.2706604,1.86,1.79,ml,11,94,0.008357,0.12,hv,hv70251007
2018-06-09T03:24:30.780Z,19.3793335,-155.2611694,0.77,2.38,ml,7,127,0.008023,0.1,hv,hv70251002
2018-06-09T03:20:08.930Z,19.4171658,-155.2813263,0.68,2.41,ml,14,142,0.002661,0.15,hv,hv70250992
2018-06-09T03:19:28.690Z,19.4091663,-155.2668304,1.19,2.4,ml,25,45,0.007177,0.13,hv,hv70250987
2018-06-09T03:17:13.500Z,19.4696674,-155.5014954,2.16,1.9,ml,10,117,0.02931,0.33,hv,hv70250977
2018-06-09T03:17:07.050Z,19.3899994,-155.2745056,-0.68,2.6,ml,41,43,0.005402,0.37,hv,hv70250982
2018-06-09T03:10:22.710Z,19.3920002,-155.2483368,0.48,2.67,ml,31,55,0.00704,0.2,hv,hv70250957
2018-06-09T03:08:39.080Z,19.4050007,-155.2675018,1.7,1.77,ml,11,113,0.006865,0.1,hv,hv70250947
2018-06-09T03:06:53.890Z,19.4078331,-155.2708282,0.96,2.31,ml,20,73,0.01056,0.17,hv,hv70250937
2018-06-09T03:06:38.030Z,9.6825,122.4589,46.16,4.6,mb,,114,5.954,0.35,us,us1000els2
2018-06-09T03:03:13.480Z,19.4103336,-155.2794952,0.83,2.07,ml,19,63,0.008486,0.14,hv,hv70250927
2018-06-09T03:02:54.210Z,46.264,-122.1925,1.03,0.98,ml,9,128,0.02113,0.09,uw,uw61383652
2018-06-09T03:02:04.390Z,19.4230003,-155.2754974,1.46,2.03,ml,17,62,0.002633,0.17,hv,hv70250922
2018-06-09T02:58:42.220Z,19.4211674,-155.2676697,1.93,1.83,md,8,231,0.01165,0.12,hv,hv70250917
2018-06-09T02:57:01.040Z,19.3199997,-155.3363342,8.3,2.22,ml,8,224,0.0803,0.2,hv,hv70250912
2018-06-09T02:56:06.590Z,19.4196663,-155.2726593,0.95,2.29,md,14,48,0.006875,0.12,hv,hv70250907
2018-06-09T02:51:52.272Z,59.5159,-151.4077,5.2,1.9,ml,,,,0.9,ak,ak19735923
2018-06-09T02:50:45.450Z,19.4121666,-155.2711639,1.67,1.82,ml,15,52,0.01065,0.13,hv,hv70250892
2018-06-09T02:49:06.300Z,19.3980007,-155.2666626,0.36,1.9,ml,9,81,0.01541,0.13,hv,hv70250882
2018-06-09T02:48:22.170Z,19.3376675,-155.129837,2.64,2.03,ml,31,120,0.04713,0.23,hv,hv70250877
2018-06-09T02:45:48.710Z,19.4120007,-155.267334,0.29,2.63,ml,41,47,0.007039,0.25,hv,hv70250872
2018-06-09T02:43:44.440Z,18.5285,-64.8755,99,3.12,md,15,336,1.0472,0.37,pr,pr2018160002
2018-06-09T02:41:10.350Z,19.3843327,-155.2738342,-0.28,2.27,ml,15,73,0.007755,0.24,hv,hv70250862
2018-06-09T02:39:07.750Z,19.1793327,-155.4876709,31.58,2.13,md,24,161,0.03391,0.19,hv,hv70250857
2018-06-09T02:38:36.230Z,19.4179993,-155.2769928,0.32,2.27,ml,12,131,0.006713,0.14,hv,hv70250852
2018-06-09T02:37:05.260Z,19.3978329,-155.2753296,2.33,2.43,ml,8,158,0.01276,0.14,hv,hv70250847
2018-06-09T02:36:22.620Z,19.4316673,-155.280838,0.35,2.4,ml,25,68,0.007527,0.27,hv,hv70250842
2018-06-09T02:36:06.690Z,19.4126663,-155.2579956,0.89,2.35,ml,8,148,0.001867,0.17,hv,hv70250837
2018-06-09T02:34:01.320Z,19.4051666,-155.272995,0.99,2.48,ml,21,58,0.009521,0.11,hv,hv70250832
2018-06-09T02:33:03.690Z,19.4258327,-155.2908325,0.09,2.56,ml,25,63,0.004845,0.35,hv,hv70250827
2018-06-09T02:32:29.740Z,19.4191666,-155.27034,1.27,2.37,ml,20,58,0.00826,0.12,hv,hv70250822
2018-06-09T02:29:47.240Z,19.3968334,-155.2465057,1.33,2.7,ml,22,61,0.01214,0.29,hv,hv70250817
2018-06-09T02:29:45.560Z,-6.0083,150.3662,35,4.9,mb,,65,2.542,1.06,us,us1000elqs
2018-06-09T02:29:37.050Z,19.4273338,-155.2853394,-0.36,2.58,ml,11,79,0.00751,0.25,hv,hv70250812
2018-06-09T02:29:05.780Z,19.4074993,-155.2718353,1.82,2.49,ml,14,108,0.01217,0.11,hv,hv70250807
2018-06-09T02:26:10.720Z,19.4013329,-155.2590027,-0.39,2.67,ml,37,53,0.007313,0.26,hv,hv70250802
2018-06-09T02:19:51.950Z,19.4169998,-155.2516632,1.08,1.96,ml,15,171,0.009164,0.15,hv,hv70250792
2018-06-09T02:19:21.330Z,19.4106674,-155.2731628,0.76,1.8,ml,10,109,0.01245,0.15,hv,hv70250787
2018-06-09T02:18:56.582Z,67.4707,-146.3717,0,1,ml,,,,0.61,ak,ak19735372
2018-06-09T02:18:15.570Z,19.3998337,-155.2593384,-0.19,1.89,ml,13,105,0.006514,0.19,hv,hv70250782
2018-06-09T02:15:39.800Z,19.4073334,-155.2720032,0.72,2.36,ml,23,54,0.01066,0.15,hv,hv70250777
2018-06-09T02:15:24.290Z,19.4138336,-155.2768402,0.37,2.36,ml,17,55,0.007837,0.14,hv,hv70250772
2018-06-09T02:11:46.800Z,19.4143333,-155.263504,1.26,2.25,ml,20,87,0.004088,0.16,hv,hv70250767
2018-06-09T02:09:51.110Z,19.4008331,-155.3175049,0.25,2.26,ml,7,212,0.01134,0.1,hv,hv70250762
2018-06-09T02:08:45.780Z,19.4213333,-155.287674,2.25,1.73,ml,10,164,0.001169,0.18,hv,hv70250757
2018-06-09T02:07:31.450Z,19.3956661,-155.2756653,1.51,1.7,md,14,95,0.001932,0.11,hv,hv70250752
2018-06-09T02:06:26.750Z,19.4134998,-155.2726593,1.38,1.93,ml,19,47,0.01156,0.16,hv,hv70250747
2018-06-09T02:06:25.330Z,63.7546,-149.2947,11.1,1,ml,,,,0.59,ak,ak19735370
2018-06-09T02:03:30.360Z,19.3120003,-155.12883,6.39,1.89,md,28,162,0.026,0.33,hv,hv70250742
2018-06-09T02:02:17.000Z,39.5381667,-123.6491667,3.51,1.72,md,16,159,0.1564,0.06,nc,nc73027601
2018-06-09T02:02:00.640Z,19.416666,-155.2496643,7.04,1.81,ml,9,158,0.01066,0.15,hv,hv70250737
2018-06-09T01:58:52.620Z,19.4136658,-155.2626648,0.41,2.3,ml,9,105,0.009463,0.1,hv,hv70250732
2018-06-09T01:58:51.940Z,19.4080009,-155.2539978,1.92,2.46,ml,25,104,0.006879,0.14,hv,hv70250727
2018-06-09T01:57:45.752Z,61.362,-146.8473,10.8,1.5,ml,,,,0.57,ak,ak19735368
2018-06-09T01:56:49.130Z,19.4028339,-155.2615051,0.77,2.24,ml,19,94,0.006255,0.18,hv,hv70250722
2018-06-09T01:54:40.550Z,34.0883333,-116.8023333,5.03,1.56,ml,59,49,0.05324,0.19,ci,ci38194048
2018-06-09T01:52:50.880Z,19.4138336,-155.2776642,1.15,3.34,ml,51,30,0.007167,0.24,hv,hv70250717
2018-06-09T01:52:10.890Z,19.4133339,-155.2695007,1.34,1.52,md,22,57,0.009168,0.18,hv,hv70250712
2018-06-09T01:51:17.140Z,38.8121681,-122.8216629,1.5,0.84,md,16,77,0.006733,0.04,nc,nc73027596
2018-06-09T01:46:40.390Z,19.4615002,-155.5599976,0.13,2.84,ml,11,99,0.02051,0.27,hv,hv70250707
2018-06-09T01:46:33.000Z,19.3969994,-155.2686615,0.13,3.34,ml,51,32,0.002773,0.21,hv,hv70250702
2018-06-09T01:45:49.920Z,38.8133316,-122.8251648,1.84,1,md,16,74,0.005449,0.04,nc,nc73027591
2018-06-09T01:44:42.620Z,19.4056664,-155.2681732,0.56,2.24,ml,22,50,0.007657,0.22,hv,hv70250697
2018-06-09T01:44:02.370Z,19.3929996,-155.2718353,1.67,2.35,ml,17,77,0.002909,0.12,hv,hv70250692
2018-06-09T01:41:06.829Z,61.3169,-146.7389,14.2,1.7,ml,,,,0.7,ak,ak19735364
2018-06-09T01:39:07.160Z,19.4109993,-155.2644958,1.32,2.28,ml,19,61,0.004492,0.23,hv,hv70250682
2018-06-09T01:38:54.180Z,19.4101658,-155.2706604,1.57,2.16,ml,17,50,0.01036,0.11,hv,hv70250677
2018-06-09T01:36:19.920Z,19.4143333,-155.2745056,1.24,1.79,ml,18,46,0.009639,0.14,hv,hv70250667
2018-06-09T01:35:20.230Z,19.416666,-155.2706604,0.88,1.89,ml,15,58,0.01037,0.29,hv,hv70250662
2018-06-09T01:29:26.230Z,38.8246667,-122.8053333,2.58,1.25,md,41,36,0.003915,0.03,nc,nc73027581
2018-06-09T01:26:52.800Z,19.4016666,-155.2806702,0.45,2.37,ml,23,56,0.009125,0.21,hv,hv70250642
2018-06-09T01:26:46.007Z,63.2459,-149.4125,0,1.5,ml,,,,0.87,ak,ak19735361
2018-06-09T01:25:17.388Z,60.0074,-141.6468,18.1,1.5,ml,,,,0.66,ak,ak19735356
2018-06-09T01:24:54.693Z,63.2748,-150.3915,123.7,1.3,ml,,,,0.55,ak,ak19735355
2018-06-09T01:21:10.740Z,19.4203339,-155.2396698,0.82,2.58,ml,19,76,0.02025,0.25,hv,hv70250632
2018-06-09T01:20:46.340Z,19.4099998,-155.2423401,0.39,2.44,ml,19,124,0.01668,0.21,hv,hv70250627
2018-06-09T01:13:47.920Z,33.4926667,-116.787,4.1,0.57,ml,22,43,0.08358,0.17,ci,ci38194040
2018-06-09T01:13:30.270Z,19.4074993,-155.2838287,0.96,2.21,ml,15,64,0.01011,0.22,hv,hv70250602
2018-06-09T01:13:03.930Z,19.4029999,-155.2706604,3.62,2.27,ml,11,79,0.008097,0.21,hv,hv70250597
2018-06-09T01:08:46.030Z,19.392334,-155.2628326,-0.11,2.41,ml,24,81,0.006608,0.3,hv,hv70250592
2018-06-09T01:08:09.350Z,19.4020004,-155.267334,0.53,2.41,ml,22,68,0.003936,0.21,hv,hv70250587
2018-06-09T01:07:44.900Z,19.3916664,-155.2633362,-0.38,2.34,ml,9,156,0.007019,0.17,hv,hv70250582
2018-06-09T01:06:27.460Z,19.3780003,-155.2746735,4.24,1.99,ml,13,202,0.01078,0.23,hv,hv70250577
2018-06-09T01:02:55.880Z,19.4176674,-155.2753296,1.26,2.07,ml,17,59,0.007369,0.2,hv,hv70250572
2018-06-09T00:58:47.370Z,19.4156667,-155.2751667,1.03,2.95,ml,20,42,0.008659,0.08,hv,hv70250567
2018-06-09T00:54:22.630Z,19.4161663,-155.2826691,0.68,1.97,ml,18,50,0.002007,0.15,hv,hv70250552
2018-06-09T00:54:00.470Z,19.4095001,-155.2656708,0.92,2,ml,17,60,0.006044,0.19,hv,hv70250557
2018-06-09T00:52:25.978Z,36.9568,-116.0784,7,-0.1,ml,8,105.32,0.031,0.1792,nn,nn00638978
2018-06-09T00:51:17.652Z,63.4506,-149.6846,103.3,0.8,ml,,,,0.54,ak,ak19735349
2018-06-09T00:49:05.420Z,19.4130001,-155.2810059,1.29,1.79,ml,18,66,0.005479,0.16,hv,hv70250542
2018-06-09T00:43:27.560Z,19.4268341,-155.2781677,1.05,1.74,ml,10,85,0.002136,0.1,hv,hv70250532
2018-06-09T00:41:39.960Z,19.4156666,-155.2486725,-1.12,2.24,ml,12,133,0.01116,0.23,hv,hv70250527
2018-06-09T00:41:38.950Z,19.4188328,-155.2713318,2.17,2.27,ml,24,44,0.00834,0.22,hv,hv70250522
2018-06-09T00:38:51.810Z,19.4051666,-155.2595062,0.45,2.46,ml,20,96,0.006893,0.21,hv,hv70250517
2018-06-09T00:38:50.567Z,38.8264,-119.8102,9.7,0.8,ml,6,165.27,0.212,0.0394,nn,nn00638923
2018-06-09T00:38:29.700Z,19.4241657,-155.279007,1.1,2.37,ml,8,125,0.001469,0.1,hv,hv70250512
2018-06-09T00:36:47.660Z,18.0568,-67.4323,12,2.35,md,5,322,0.3266,0.2,pr,pr2018160001
2018-06-09T00:32:27.030Z,34.5096667,-116.5271667,2.83,1.34,ml,17,110,0.156,0.19,ci,ci38194024
2018-06-09T00:32:12.210Z,38.8325,-119.8041667,-2.05,2.54,md,21,117,0.2728,0.08,nc,nc73027576
2018-06-09T00:31:00.730Z,19.3950005,-155.2676697,0.23,2.21,ml,12,88,0.003576,0.17,hv,hv70250492
2018-06-09T00:29:10.020Z,19.4063339,-155.2603302,0.19,1.88,ml,8,210,0.009683,0.15,hv,hv70250487
2018-06-09T00:28:15.570Z,19.4061661,-155.2566681,1.54,2.02,ml,8,112,0.006623,0.13,hv,hv70250482
2018-06-09T00:27:20.220Z,19.4214993,-155.2743378,1.71,1.75,ml,12,107,0.004461,0.15,hv,hv70250477
2018-06-09T00:26:03.830Z,37.6161667,-118.8565,-0.34,1.15,md,7,126,0.005849,0.02,nc,nc73027571
2018-06-09T00:25:25.300Z,18.3743,-66.164,57,2.32,md,3,219,0.3915,0.29,pr,pr2018160000
2018-06-09T00:16:53.550Z,19.4006672,-155.2689972,0.66,2.55,ml,25,55,0.003695,0.12,hv,hv70250442
2018-06-09T00:13:54.750Z,37.6573333,-118.8288333,2.04,0.37,md,9,154,0.02013,0.07,nc,nc73027566
2018-06-09T00:13:33.680Z,19.4134998,-155.267334,1.62,1.87,md,14,78,0.007177,0.17,hv,hv70250432
2018-06-09T00:11:39.980Z,38.7861671,-122.7508316,3.5,1.19,md,8,103,0.01933,0.02,nc,nc73027561
2018-06-09T00:10:49.640Z,19.3225002,-155.1450043,6.36,2.08,ml,34,95,0.03942,0.22,hv,hv70250427
2018-06-09T00:09:25.410Z,19.4183331,-155.2756653,1.43,1.71,ml,15,65,0.006644,0.1,hv,hv70250422
2018-06-09T00:06:42.690Z,19.421833,-155.2768402,1.3,1.84,ml,10,115,0.002995,0.1,hv,hv70250412
2018-06-09T00:06:09.130Z,19.4266663,-155.2711639,0.85,2.06,ml,9,91,0.003312,0.1,hv,hv70250407
2018-06-09T00:05:53.790Z,19.3899994,-155.2558289,0.4,1.99,ml,12,106,0.006176,0.19,hv,hv70250402
2018-06-09T00:05:31.217Z,64.8732,-148.6118,16.1,1.6,ml,,,,0.73,ak,ak19734775
2018-06-09T00:03:36.010Z,19.4090004,-155.264328,0.93,2.14,ml,23,43,0.005204,0.16,hv,hv70250397
2018-06-09T00:02:07.200Z,19.4013329,-155.3005066,-0.23,2.07,ml,15,89,0.01284,0.19,hv,hv70250392
2018-06-09T00:00:46.180Z,19.3961658,-155.255661,1.38,2.11,ml,8,111,0.01137,0.13,hv,hv70250387
2018-06-08T23:59:27.750Z,-14.9908,167.35,117.44,4.5,mb,,110,5.755,0.92,us,us1000elnv
2018-06-08T23:57:19.940Z,37.657,-118.838,1.96,0.88,md,13,134,0.01908,0.05,nc,nc73027556
2018-06-08T23:53:54.900Z,37.659,-118.8416667,1.73,0.81,md,17,119,0.0215,0.05,nc,nc73027551
2018-06-08T23:53:36.560Z,53.6012,-163.0968,36.91,3.7,mb,,295,2.19,0.76,us,us1000elni
2018-06-08T23:53:35.860Z,19.4071674,-155.2833405,0.29,1.76,md,10,143,0.01046,0.13,hv,hv70250362
2018-06-08T23:49:42.540Z,37.6585,-118.8426667,1.74,1.38,md,26,104,0.0212,0.04,nc,nc73027546
2018-06-08T23:49:08.780Z,19.4235001,-155.2686615,1.12,1.71,md,14,79,0.003677,0.17,hv,hv70250352
2018-06-08T23:45:52.200Z,19.4006672,-155.2426605,-0.95,1.94,ml,14,117,0.01715,0.31,hv,hv70250337
2018-06-08T23:42:06.350Z,19.395834,-155.260498,-0.02,1.91,ml,16,98,0.005747,0.26,hv,hv70250327
2018-06-08T23:41:27.590Z,19.4138336,-155.2763367,1.81,1.93,md,14,54,0.008255,0.15,hv,hv70250322
2018-06-08T23:36:28.710Z,19.4081669,-155.2565002,1.47,1.86,ml,12,112,0.005036,0.26,hv,hv70250307
2018-06-08T23:35:48.130Z,19.3878326,-155.2684937,0.11,1.96,ml,13,77,0.008934,0.15,hv,hv70250302
2018-06-08T23:33:25.990Z,19.4354992,-155.2853394,1.11,1.82,ml,10,274,0.01543,0.1,hv,hv70250297
2018-06-08T23:33:25.750Z,19.4165001,-155.2681732,0.77,1.81,ml,18,72,0.008977,0.12,hv,hv70250292
2018-06-08T23:30:09.425Z,66.2184,-157.4713,7.7,1.2,ml,,,,0.36,ak,ak19734765
2018-06-08T23:27:08.390Z,19.3974991,-155.2861633,1,2.13,ml,19,55,0.0105,0.26,hv,hv70250272
2018-06-08T23:25:10.750Z,19.4196663,-155.2653351,1.17,1.82,ml,14,86,0.005334,0.11,hv,hv70250267
2018-06-08T23:24:29.670Z,19.4034996,-155.2884979,0.8,1.83,ml,16,64,0.01439,0.25,hv,hv70250262
2018-06-08T23:23:54.960Z,19.4141674,-155.263504,0.05,1.7,ml,12,105,0.004,0.19,hv,hv70250257
