time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id
2018-06-09T11:27:06.120Z,19.2761669,-155.3444977,1.13,2.99,ml,14,299,0.1219,0.36,hv,hv70252622
2018-06-09T11:26:57.700Z,34.0768333,-117.5013333,3.09,0.71,ml,12,128,0.05974,0.15,ci,ci38194440
2018-06-09T11:25:53.640Z,19.3856659,-155.2818298,0.7,2.1,ml,18,67,0.0008684,0.18,hv,hv70252617
2018-06-09T11:24:15.640Z,34.0826667,-117.496,4.66,0.98,ml,12,132,0.06175,0.21,ci,ci38194432
2018-06-09T11:23:27.210Z,34.0781667,-117.5051667,4.64,1.32,ml,41,53,0.01672,0.18,ci,ci38194424
2018-06-09T11:20:43.938Z,60.1873,-151.3253,62.3,1.3,ml,,,,0.13,ak,ak19737125
2018-06-09T11:20:32.930Z,19.4066658,-155.2656708,0.4,3.34,ml,46,28,0.00768,0.21,hv,hv70252607
2018-06-09T11:18:24.230Z,34.0813333,-117.4861667,2.41,0.61,ml,12,138,0.05646,0.18,ci,ci38194400
2018-06-09T11:16:34.910Z,19.4178333,-155.2861633,-0.34,3.63,ml,54,34,0.001958,0.28,hv,hv70252597
2018-06-09T11:16:24.270Z,19.3845005,-155.2700043,-0.49,3.62,ml,31,46,0.01124,0.28,hv,hv70252592
2018-06-09T11:14:42.020Z,19.3980007,-155.2803345,0.48,2.71,ml,29,52,0.006838,0.2,hv,hv70252587
2018-06-09T11:13:20.630Z,19.4208336,-155.2718353,1.02,2.81,ml,32,40,0.006684,0.17,hv,hv70252582
2018-06-09T11:13:05.330Z,19.3956661,-155.2893372,1.12,2.6,ml,13,76,0.007146,0.18,hv,hv70252577
2018-06-09T11:11:18.260Z,19.381834,-155.283493,0.53,2.32,ml,12,82,0.01282,0.16,hv,hv70252572
2018-06-09T11:11:13.460Z,19.3998337,-155.2716675,1.83,2.32,ml,9,137,0.004818,0.15,hv,hv70252567
2018-06-09T11:11:12.290Z,18.568,-67.0796,81,2.76,md,6,276,0.3923,0.27,pr,pr2018160005
2018-06-09T11:09:40.740Z,19.4025002,-155.2698364,0.45,2.24,ml,21,53,0.005553,0.17,hv,hv70252562
2018-06-09T11:07:28.780Z,19.4063339,-155.2766724,0.49,1.91,ml,11,151,0.01327,0.11,hv,hv70252557
2018-06-09T11:06:43.324Z,39.5997,-119.0935,10.2,1.3,ml,9,168.99,0.251,0.2009,nn,nn00638950
2018-06-09T11:06:04.860Z,34.0733333,-117.4966667,2.04,0.86,ml,14,129,0.05458,0.22,ci,ci38194392
2018-06-09T11:05:16.910Z,19.4173336,-155.2828369,5.57,1.81,ml,9,144,0.001233,0.14,hv,hv70252547
2018-06-09T11:05:09.180Z,19.4239998,-155.0310059,-0.68,2.76,ml,24,167,0.02683,0.39,hv,hv70252552
2018-06-09T11:04:47.229Z,63.0495,-149.2061,14,1.2,ml,,,,0.6,ak,ak19737121
2018-06-09T11:02:33.550Z,19.4325008,-155.2740021,1.06,1.76,md,13,86,0.008042,0.12,hv,hv70252542
2018-06-09T11:01:34.400Z,19.4034996,-155.2641602,0.47,2.56,ml,25,69,0.00552,0.17,hv,hv70252537
2018-06-09T10:59:51.720Z,34.079,-117.495,2.74,0.83,ml,17,112,0.05825,0.18,ci,ci38194384
2018-06-09T10:58:43.590Z,19.3985004,-155.2753296,0.63,1.97,ml,15,111,0.003499,0.1,hv,hv70252532
2018-06-09T10:56:21.160Z,19.425333,-155.2871704,0.61,2.44,ml,13,74,0.005176,0.2,hv,hv70252527
2018-06-09T10:55:41.330Z,19.428833,-155.2851715,0.1,2.57,ml,16,80,0.008229,0.19,hv,hv70252522
2018-06-09T10:55:22.640Z,19.4198341,-155.2636719,1.93,2.56,ml,13,77,0.004099,0.13,hv,hv70252517
2018-06-09T10:54:39.680Z,19.3926659,-155.2749939,-0.7,2.44,ml,13,100,0.002975,0.29,hv,hv70252512
2018-06-09T10:53:01.850Z,19.3963337,-155.2683258,1.17,2.06,ml,14,79,0.00288,0.12,hv,hv70252507
2018-06-09T10:51:03.771Z,61.367,-150.7731,47.7,3,ml,,,,0.66,ak,ak19737103
2018-06-09T10:50:33.490Z,19.3996658,-155.2664948,0.17,2.47,ml,15,66,0.001482,0.12,hv,hv70252497
2018-06-09T10:49:41.758Z,36.9541,-116.0758,6.4,0.1,ml,14,111.55,0.027,0.123,nn,nn00638948
2018-06-09T10:48:13.320Z,37.661499,-118.8506699,-2.01,0.7,md,7,157,0.02627,0.02,nc,nc73027756
2018-06-09T10:46:55.520Z,19.4303341,-155.2788391,-0.13,2.34,ml,9,101,0.00567,0.11,hv,hv70252477
2018-06-09T10:46:35.110Z,48.4116667,-124.6575,35.34,2.78,ml,11,152,0.06131,0.31,uw,uw61383747
2018-06-09T10:46:15.490Z,34.0723333,-117.5243333,1.19,0.77,ml,13,117,0.0708,0.27,ci,ci38194368
2018-06-09T10:44:23.730Z,34.0726667,-117.511,4.57,1.01,ml,33,63,0.01524,0.23,ci,ci38194360
2018-06-09T10:43:59.570Z,34.0371667,-117.554,10.65,0.97,ml,28,49,0.0331,0.15,ci,ci38194352
2018-06-09T10:43:30.770Z,19.4004993,-155.2734985,1.48,2.32,ml,25,51,0.005106,0.25,hv,hv70252472
2018-06-09T10:43:02.541Z,39.2525,-120.1083,9.1,0.7,ml,8,112.88,0.047,0.0783,nn,nn00638971
2018-06-09T10:39:51.660Z,19.4121666,-155.2613373,0.77,2.53,ml,36,54,0.001381,0.24,hv,hv70252462
2018-06-09T10:39:30.380Z,19.3988342,-155.2565002,-0.31,2.53,ml,15,102,0.01356,0.3,hv,hv70252457
2018-06-09T10:38:54.050Z,19.4163342,-155.244339,0.61,2.21,ml,17,211,0.01526,0.21,hv,hv70252452
2018-06-09T10:35:51.300Z,19.4080009,-155.2768402,3.09,1.89,ml,19,92,0.0118,0.11,hv,hv70252442
2018-06-09T10:33:22.220Z,19.4086666,-155.2545013,-0.04,2.31,ml,14,123,0.006109,0.25,hv,hv70252437
2018-06-09T10:32:05.850Z,19.4120007,-155.2868347,0.5,2.45,ml,37,24,0.006196,0.2,hv,hv70252432
2018-06-09T10:30:47.670Z,34.0703333,-117.5153333,3.65,0.74,ml,14,91,0.06362,0.17,ci,ci38194344
2018-06-09T10:30:09.840Z,34.0753333,-117.5056667,2.63,0.83,ml,22,71,0.06102,0.16,ci,ci38194336
2018-06-09T10:30:07.320Z,19.3983326,-155.2655029,0.15,2.56,ml,27,55,0.0005075,0.18,hv,hv70252427
2018-06-09T10:29:23.110Z,40.6739998,-125.5606689,2.16,3.6,ml,61,252,0.9526,0.29,nc,nc73027746
2018-06-09T10:28:53.500Z,19.3981667,-155.2806702,1.25,2.07,ml,10,177,0.007194,0.07,hv,hv70252422
2018-06-09T10:26:12.171Z,38.5366,-118.4704,9.6,0,ml,4,198.22,0.1,0.0145,nn,nn00638986
2018-06-09T10:25:56.740Z,19.4038334,-155.2583313,-0.32,2.96,ml,15,70,0.008339,0.17,hv,hv70252412
2018-06-09T10:22:57.270Z,19.4133339,-155.279007,1.19,3.31,ml,51,31,0.006451,0.22,hv,hv70252402
2018-06-09T10:22:00.730Z,19.4028339,-155.2785034,1.19,2.56,ml,17,130,0.00873,0.3,hv,hv70252392
2018-06-09T10:19:58.380Z,19.4021664,-155.2628326,-0.43,2.51,ml,9,220,0.02531,0.19,hv,hv70252387
2018-06-09T10:19:55.944Z,64.6082,-149.4949,24.8,0.7,ml,,,,0.3,ak,ak19737100
2018-06-09T10:18:45.920Z,19.4015007,-155.2579956,0.42,2.61,ml,18,68,0.008249,0.2,hv,hv70252377
2018-06-09T10:18:22.470Z,19.5990009,-155.7879944,-0.32,2.93,md,9,259,0.4375,0.08,hv,hv70252372
2018-06-09T10:17:42.000Z,19.4213333,-155.2856598,0.46,2.6,ml,10,81,0.002369,0.07,hv,hv70252367
2018-06-09T10:14:34.720Z,19.4634991,-155.3439941,15.05,3.85,ml,17,296,0.08702,0.37,hv,hv70252352
2018-06-09T10:13:23.040Z,19.4068336,-155.2684937,2.26,1.75,ml,14,92,0.008857,0.27,hv,hv70252347
2018-06-09T10:10:08.660Z,19.4069996,-155.2734985,1.01,2.44,ml,20,80,0.01121,0.19,hv,hv70252337
2018-06-09T10:09:49.490Z,19.4181671,-155.2793274,0.77,2.44,ml,7,234,0.00453,0.11,hv,hv70252332
2018-06-09T10:08:09.720Z,19.4096661,-155.2706604,-0.22,2.21,ml,26,45,0.01046,0.3,hv,hv70252327
2018-06-09T10:07:47.450Z,19.4120007,-155.2881622,0.73,2.47,ml,16,72,0.006815,0.23,hv,hv70252322
2018-06-09T10:04:48.380Z,19.4161663,-155.2310028,-0.76,2.14,ml,10,179,0.02755,0.18,hv,hv70252312
2018-06-09T10:02:30.532Z,61.0293,-151.65,82.3,1.4,ml,,,,0.54,ak,ak19737096
2018-06-09T10:00:18.060Z,19.3928337,-155.2623291,-0.14,2.54,ml,23,57,0.006416,0.21,hv,hv70252307
2018-06-09T09:58:44.210Z,19.4188328,-155.2763367,1.27,2.54,ml,42,39,0.006012,0.17,hv,hv70252302
2018-06-09T09:57:34.370Z,19.3986664,-155.2716675,0.89,2.35,ml,18,62,0.003774,0.18,hv,hv70252297
2018-06-09T09:57:23.910Z,19.4016666,-155.2734985,1.97,2.35,ml,11,99,0.006267,0.17,hv,hv70252292
2018-06-09T09:56:36.280Z,19.4261665,-155.2863312,-0.17,1.99,ml,9,79,0.006135,0.11,hv,hv70252287
2018-06-09T09:56:00.198Z,65.5586,-145.2918,9.3,1.3,ml,,,,0.81,ak,ak19737093
2018-06-09T09:54:42.944Z,39.3613,-120.0272,3.8,0.5,ml,9,70.2,0.069,0.161,nn,nn00638970
2018-06-09T09:54:14.846Z,58.3259,-153.6312,64,2.4,ml,,,,0.53,ak,ak19737089
2018-06-09T09:53:24.100Z,19.4146671,-155.2806702,0.1,2.79,ml,24,36,0.004397,0.3,hv,hv70252282
2018-06-09T09:53:14.440Z,19.4198341,-155.2726593,0.81,2.54,ml,23,41,0.006753,0.11,hv,hv70252277
2018-06-09T09:51:43.360Z,33.4175,-116.3633333,10.97,0.63,ml,17,152,0.1178,0.21,ci,ci38194328
2018-06-09T09:51:00.790Z,19.4223328,-155.2830048,0.78,2.29,ml,23,56,0.004759,0.17,hv,hv70252267
2018-06-09T09:50:51.398Z,60.2034,-141.6324,7.2,1.3,ml,,,,0.63,ak,ak19737087
2018-06-09T09:50:08.330Z,19.4028339,-155.2553406,-0.1,2.02,ml,12,119,0.01765,0.2,hv,hv70252262
2018-06-09T09:49:29.180Z,19.3893337,-155.2658386,0.47,2.32,ml,8,105,0.008864,0.05,hv,hv70252257
2018-06-09T09:46:07.780Z,19.4095001,-155.2830048,0.2,2.32,ml,28,35,0.008184,0.22,hv,hv70252247
2018-06-09T09:45:14.140Z,19.4203339,-155.2831726,0.86,1.87,ml,15,63,0.002797,0.22,hv,hv70252242
2018-06-09T09:39:41.360Z,19.4309998,-155.2924957,-0.99,2.44,ml,18,80,0.01005,0.37,hv,hv70252237
2018-06-09T09:37:41.900Z,19.4213333,-155.2733307,0.65,2.98,ml,15,88,0.005265,0.18,hv,hv70252232
2018-06-09T09:37:15.590Z,19.3983326,-155.277832,0.76,2.74,ml,14,151,0.004933,0.14,hv,hv70252227
2018-06-09T09:36:52.383Z,36.7469,-116.2843,9,0.1,ml,19,65.92,0.061,0.106,nn,nn00638943
2018-06-09T09:35:55.250Z,19.4134998,-155.2799988,1.12,2.58,ml,43,31,0.005666,0.31,hv,hv70252222
2018-06-09T09:35:34.820Z,19.4008331,-155.2891693,-0.28,2.63,ml,9,126,0.01741,0.13,hv,hv70252212
2018-06-09T09:35:26.030Z,19.4015007,-154.9861603,4.74,2.99,ml,23,177,0.03631,0.26,hv,hv70252217
2018-06-09T09:34:49.440Z,19.4101658,-155.2928314,1.55,2.3,ml,12,183,0.01086,0.29,hv,hv70252207
2018-06-09T09:31:13.290Z,19.3953342,-155.2818298,0.45,2.34,ml,12,76,0.007728,0.12,hv,hv70252197
2018-06-09T09:30:19.420Z,19.4233341,-155.2831726,0.52,2.64,ml,11,75,0.005422,0.1,hv,hv70252192
2018-06-09T09:30:09.230Z,19.4016666,-155.2640076,2.01,2.14,ml,8,233,0.01104,0.08,hv,hv70252187
2018-06-09T09:29:30.900Z,19.4031658,-155.2415009,0.22,2.5,ml,16,138,0.01948,0.2,hv,hv70252182
2018-06-09T09:26:31.630Z,19.4095001,-155.2631683,0.65,2.45,ml,23,50,0.004034,0.24,hv,hv70252172
2018-06-09T09:25:28.514Z,39.4011,-119.9602,6.2,0.9,ml,22,60.39,0.123,0.1798,nn,nn00638941
2018-06-09T09:24:31.230Z,19.4143333,-155.2839966,0.44,2.32,ml,29,39,0.003313,0.26,hv,hv70252167
2018-06-09T09:20:57.741Z,36.7462,-115.9852,2.5,0.4,ml,20,162.98,0.018,0.2286,nn,nn00638938
2018-06-09T09:19:50.560Z,19.3964996,-155.2701721,0.89,2.4,ml,19,74,0.003464,0.2,hv,hv70252147
2018-06-09T09:19:48.240Z,19.4158325,-155.3045044,0.75,2.33,ml,17,109,0.01359,0.35,hv,hv70252152
2018-06-09T09:15:58.070Z,19.4183331,-155.2664948,0.57,2.49,ml,27,57,0.007027,0.23,hv,hv70252142
2018-06-09T09:14:08.250Z,19.3279991,-155.1013336,6.05,1.83,ml,27,173,0.04944,0.27,hv,hv70252137
2018-06-09T09:13:31.430Z,19.4148331,-155.2838287,0.12,1.85,ml,10,131,0.002825,0.11,hv,hv70252132
2018-06-09T09:12:47.340Z,18.749,-67.403,9,2.69,md,6,323,0.4055,0.29,pr,pr2018160004
2018-06-09T09:10:48.490Z,19.3204994,-155.2993317,4.35,2.31,ml,12,233,0.06106,0.33,hv,hv70252122
2018-06-09T09:10:17.320Z,19.4025002,-155.2756653,0.28,2.22,ml,9,251,0.01705,0.22,hv,hv70252117
2018-06-09T09:09:14.130Z,19.420166,-155.2878265,0.73,2.15,ml,8,158,0.003249,0.16,hv,hv70252112
2018-06-09T09:08:46.390Z,46.1981667,-122.1945,2.38,0.31,ml,8,101,0.002999,0.04,uw,uw61383732
2018-06-09T09:08:25.730Z,19.3978329,-155.261673,0.25,2.52,ml,15,94,0.004135,0.12,hv,hv70252107
2018-06-09T09:08:03.490Z,19.3998337,-155.263504,0.82,2.37,ml,19,104,0.002864,0.3,hv,hv70252102
2018-06-09T09:05:18.680Z,19.4230003,-155.2576599,1.25,2.35,ml,8,141,0.003096,0.13,hv,hv70252097
2018-06-09T09:03:51.080Z,19.3976669,-155.2686615,1.34,2.04,ml,18,54,0.002547,0.11,hv,hv70252092
2018-06-09T09:03:00.350Z,46.1986667,-122.1945,2.25,0.59,ml,8,92,0.002763,0.05,uw,uw61383727
2018-06-09T09:01:11.120Z,36.7383,-116.2857,10.4,-0.1,ml,11,114.46,0.06,0.05,nn,nn00638937
2018-06-09T09:00:28.410Z,19.4344997,-155.2341614,3.49,2.34,ml,9,302,0.03248,0.17,hv,hv70252077
2018-06-09T08:58:20.230Z,19.4290009,-155.3016663,-0.75,2.48,ml,21,69,0.01273,0.24,hv,hv70252072
2018-06-09T08:57:25.290Z,19.4126663,-155.2661591,1.77,1.75,md,23,56,0.005957,0.2,hv,hv70252062
2018-06-09T08:56:32.470Z,19.3961658,-155.2613373,-0.38,2.11,ml,18,86,0.004889,0.36,hv,hv70252057
2018-06-09T08:55:32.110Z,19.4130001,-155.2791595,1.13,2,ml,15,77,0.006574,0.12,hv,hv70252047
2018-06-09T08:54:47.490Z,19.4183331,-155.2566681,0.68,1.86,ml,12,137,0.006912,0.13,hv,hv70252042
2018-06-09T08:50:33.320Z,19.4174995,-155.2603302,1.92,2.25,ml,15,110,0.005401,0.28,hv,hv70252032
2018-06-09T08:47:28.340Z,39.8091,-120.7047,9.9,0.6,ml,9,110.11,0.055,0.1213,nn,nn00638969
2018-06-09T08:45:48.780Z,19.4113331,-155.2781677,0.98,2.82,ml,34,35,0.008424,0.15,hv,hv70252022
2018-06-09T08:41:15.670Z,19.401,-155.2695,0.59,3.25,ml,33,50,0.006832,0.09,hv,hv70252012
2018-06-09T08:38:17.010Z,19.4083333,-155.2716667,0.62,2.77,ml,29,53,0.01136,0.09,hv,hv70252007
2018-06-09T08:37:46.570Z,19.434,-155.2935028,-1.12,2.87,ml,10,88,0.01315,0.28,hv,hv70252002
2018-06-09T08:36:25.990Z,19.3916664,-155.2599945,0.45,2.2,ml,8,153,0.008676,0.14,hv,hv70251992
2018-06-09T08:32:00.880Z,19.4136658,-155.2858276,0.28,1.84,ml,15,86,0.004298,0.16,hv,hv70251977
2018-06-09T08:30:02.160Z,19.4125004,-155.2660065,1.19,1.83,ml,18,70,0.0058,0.2,hv,hv70251972
2018-06-09T08:28:01.310Z,-9.8007,154.8532,10,5.1,mww,,50,5.036,0.57,us,us1000elx6
2018-06-09T08:27:56.790Z,39.4453316,-122.0930023,4.67,1.87,md,5,168,0.2835,0.24,nc,nc73027711
2018-06-09T08:27:41.460Z,19.3999996,-155.2681732,2.15,1.98,ml,21,80,0.002672,0.17,hv,hv70251962
2018-06-09T08:24:52.560Z,19.4041672,-155.2570038,1.62,2.44,ml,22,54,0.008332,0.21,hv,hv70251957
2018-06-09T08:24:38.640Z,19.3928337,-155.3045044,1.32,2.45,ml,8,90,0.01031,0.17,hv,hv70251952
2018-06-09T08:22:32.290Z,19.4173336,-155.263504,1.5,1.74,ml,17,81,0.006168,0.11,hv,hv70251947
2018-06-09T08:19:27.590Z,35.3078333,-118.5888333,4.4,1.37,ml,16,87,0.1384,0.15,ci,ci38194320
2018-06-09T08:16:59.760Z,19.4044991,-155.2749939,0.79,2.23,ml,22,62,0.009172,0.26,hv,hv70251942
2018-06-09T08:13:09.240Z,19.390667,-155.2541656,-1.06,2.38,ml,6,148,0.0135,0.22,hv,hv70251937
2018-06-09T08:12:14.580Z,19.4319992,-155.2883301,-0.84,2.68,ml,9,87,0.01129,0.17,hv,hv70251932
2018-06-09T08:12:10.800Z,35.625,-117.442,5.55,1.56,ml,20,120,0.04179,0.22,ci,ci38194312
2018-06-09T08:11:44.520Z,19.4039993,-155.2626648,0.78,2.58,ml,24,57,0.00655,0.16,hv,hv70251922
2018-06-09T08:09:53.884Z,60.4127,-151.4886,58.9,3,ml,,,,0.63,ak,ak19737065
2018-06-09T08:09:12.520Z,19.4063339,-155.2603302,1.12,2.31,ml,16,87,0.005739,0.1,hv,hv70251917
2018-06-09T08:09:00.790Z,19.4168339,-155.2220001,4.1,2.52,ml,8,320,0.03727,0.07,hv,hv70251912
2018-06-09T08:08:42.400Z,19.4061661,-155.2683258,1.7,2.16,ml,20,68,0.008175,0.14,hv,hv70251907
2018-06-09T08:06:15.040Z,19.4225006,-155.2924957,-0.28,2.32,ml,15,68,0.001974,0.24,hv,hv70251897
2018-06-09T08:03:07.429Z,58.8066,-153.0784,64.1,1.7,ml,,,,0.34,ak,ak19736515
2018-06-09T08:03:02.150Z,19.4284992,-155.2913361,-0.55,2.07,ml,12,85,0.00749,0.26,hv,hv70251887
2018-06-09T08:00:02.640Z,19.4206657,-155.286499,0.79,2.27,ml,25,67,0.001367,0.22,hv,hv70251877
2018-06-09T07:59:22.530Z,33.4945,-116.7881667,3.77,0.53,ml,19,47,0.0825,0.16,ci,ci38194304
2018-06-09T07:57:31.540Z,19.3991661,-155.2713318,0.39,2.61,ml,25,52,0.004363,0.17,hv,hv70251867
2018-06-09T07:56:44.370Z,19.3990002,-155.2621613,0.55,2.36,ml,19,93,0.003731,0.19,hv,hv70251862
2018-06-09T07:54:48.640Z,19.4098339,-155.2598267,0.36,1.95,ml,6,134,0.01293,0.1,hv,hv70251857
2018-06-09T07:53:12.330Z,19.3973331,-155.2666626,0.36,2.5,ml,30,52,0.001082,0.33,hv,hv70251852
2018-06-09T07:50:50.380Z,19.4076672,-155.2669983,1.94,1.95,ml,13,89,0.008032,0.18,hv,hv70251842
2018-06-09T07:49:40.220Z,19.4266663,-155.2850037,0.49,2.29,ml,12,73,0.006998,0.12,hv,hv70251837
2018-06-09T07:47:38.130Z,19.4153328,-155.2689972,1.89,2.79,ml,15,81,0.009194,0.12,hv,hv70251832
2018-06-09T07:47:20.790Z,19.3996658,-155.2658386,0.49,2.44,ml,19,65,0.001428,0.21,hv,hv70251827
2018-06-09T07:44:37.250Z,19.3918343,-155.2696686,1.03,2.49,ml,13,68,0.005141,0.12,hv,hv70251822
2018-06-09T07:43:46.960Z,19.4088326,-155.2821655,0.24,2.29,ml,24,51,0.00897,0.17,hv,hv70251817
2018-06-09T07:37:36.810Z,19.4025002,-155.2811737,1.02,3.88,ml,58,31,0.01004,0.28,hv,hv70251812
2018-06-09T07:37:04.880Z,19.4058342,-155.2640076,-0.05,3.76,ml,16,58,0.01736,0.19,hv,hv70251807
2018-06-09T07:37:04.130Z,19.4029999,-155.2649994,-0.05,3.74,ml,35,53,0.004832,0.26,hv,hv70251802
2018-06-09T07:36:59.510Z,19.4349995,-155.2968292,-1.14,3.64,ml,19,93,0.01494,0.28,hv,hv70251797
2018-06-09T07:32:58.140Z,19.4206657,-155.2771606,1.64,2.33,ml,24,53,0.004092,0.36,hv,hv70251782
2018-06-09T07:31:36.070Z,19.3851662,-155.2875061,1.79,2.15,ml,17,121,0.005633,0.22,hv,hv70251777
2018-06-09T07:28:45.561Z,39.6076,-119.0843,9.8,1.3,ml,10,170.6,0.254,0.1307,nn,nn00638929
2018-06-09T07:27:01.930Z,19.4223328,-155.2704926,1.52,1.89,ml,12,56,0.005415,0.15,hv,hv70251767
2018-06-09T07:23:22.490Z,19.4181671,-155.2716675,0.82,2.3,ml,14,96,0.008612,0.09,hv,hv70251762
2018-06-09T07:23:14.478Z,66.2388,-157.4694,4.6,1.2,ml,,,,0.64,ak,ak19736509
2018-06-09T07:23:13.998Z,39.6076,-119.0815,7.5,1.1,ml,11,170.76,0.256,0.1475,nn,nn00638928
2018-06-09T07:22:30.680Z,19.4111671,-155.2838287,0.71,2.14,ml,8,201,0.009727,0.19,hv,hv70251757
2018-06-09T07:19:22.350Z,19.4303341,-155.2578278,1.14,2.13,ml,7,215,0.007831,0.03,hv,hv70251747
2018-06-09T07:17:59.765Z,66.1561,-157.4328,1.8,1.2,ml,,,,0.72,ak,ak19736507
2018-06-09T07:15:13.090Z,19.3899994,-155.2688293,0.64,2.7,ml,18,61,0.007012,0.19,hv,hv70251737
2018-06-09T07:12:22.340Z,19.4251671,-155.2738342,1.23,3.3,ml,54,35,0.00356,0.26,hv,hv70251732
2018-06-09T07:09:30.910Z,19.3986664,-155.2888336,1.19,2.17,ml,19,57,0.0099,0.23,hv,hv70251717
2018-06-09T07:03:57.500Z,19.4013329,-155.2684937,0.67,2.59,ml,15,81,0.003854,0.32,hv,hv70251712
2018-06-09T07:03:26.780Z,19.3966675,-155.2766724,1.27,2.54,ml,16,111,0.003138,0.24,hv,hv70251707
2018-06-09T07:02:42.760Z,19.4348335,-155.2920074,-0.76,2.52,ml,20,65,0.01381,0.31,hv,hv70251702
2018-06-09T07:01:46.070Z,19.4064999,-155.2658386,0.97,2.37,ml,23,63,0.007909,0.2,hv,hv70251697
2018-06-09T07:01:09.480Z,19.4160004,-155.2568359,0.8,2.32,ml,16,134,0.004837,0.18,hv,hv70251692
2018-06-09T06:59:54.420Z,19.388834,-155.2819977,5.22,1.98,ml,15,104,0.002305,0.31,hv,hv70251687
2018-06-09T06:57:28.650Z,19.3934994,-155.2866669,0.85,2.29,ml,25,61,0.007743,0.16,hv,hv70251682
2018-06-09T06:56:24.220Z,19.4085007,-155.2651672,1.48,2.26,ml,25,43,0.006137,0.12,hv,hv70251677
2018-06-09T06:53:12.710Z,19.4025002,-155.2666626,2.23,2.09,ml,20,87,0.004278,0.18,hv,hv70251672
2018-06-09T06:51:53.060Z,33.4885,-116.4861667,14.35,0.56,ml,20,97,0.06135,0.17,ci,ci38194296
2018-06-09T06:50:37.060Z,19.4243336,-155.2796631,1.17,2.39,ml,27,40,0.002009,0.18,hv,hv70251662
2018-06-09T06:47:28.190Z,19.4060001,-155.281662,0.85,2.24,ml,16,87,0.01183,0.2,hv,hv70251652
2018-06-09T06:45:59.910Z,19.4163342,-155.2806702,0.72,2.44,ml,30,39,0.003494,0.22,hv,hv70251647
2018-06-09T06:44:01.140Z,19.4048328,-155.2695007,0.62,2.36,ml,26,71,0.007328,0.2,hv,hv70251642
2018-06-09T06:42:54.910Z,19.4034996,-155.2746735,1.04,1.86,ml,12,71,0.008147,0.16,hv,hv70251632
2018-06-09T06:41:22.200Z,19.4041672,-155.2720032,1.16,2.34,ml,22,57,0.008155,0.13,hv,hv70251627
2018-06-09T06:38:57.680Z,19.4130001,-155.2525024,1.51,1.99,ml,24,188,0.00702,0.34,hv,hv70251622
2018-06-09T06:36:49.804Z,63.062,-151.5879,13.7,1.1,ml,,,,0.6,ak,ak19736506
2018-06-09T06:35:20.920Z,19.4151669,-155.2575073,1.75,2.35,ml,27,64,0.003793,0.18,hv,hv70251612
2018-06-09T06:34:11.288Z,37.1127,-117.2643,10.1,0.3,ml,10,84.81,0.142,0.2011,nn,nn00638979
2018-06-09T06:34:05.970Z,19.3971672,-155.2689972,0.72,2.22,ml,18,70,0.002996,0.22,hv,hv70251607
2018-06-09T06:31:31.400Z,19.4068336,-155.2859955,0.21,2.27,ml,20,65,0.01092,0.15,hv,hv70251602
2018-06-09T06:30:30.510Z,19.4191666,-155.2583313,1.74,1.89,ml,9,189,0.00457,0.11,hv,hv70251597
2018-06-09T06:27:17.530Z,19.4298325,-155.2765045,0.59,2.08,ml,11,124,0.005147,0.23,hv,hv70251587
2018-06-09T06:22:39.133Z,60.1341,-141.327,0,1.5,ml,,,,0.66,ak,ak19736505
2018-06-09T06:22:01.950Z,19.4143333,-155.2745056,0.36,2.74,ml,30,38,0.009639,0.36,hv,hv70251577
2018-06-09T06:20:58.230Z,19.4095001,-155.272171,0.79,2.68,ml,25,39,0.01189,0.15,hv,hv70251572
2018-06-09T06:18:07.940Z,19.4103,-155.277,1.24,3.3,ml,,27,0.01,0.42,us,us1000elus
2018-06-09T06:18:07.640Z,19.4118333,-155.2688333,0.8,2.77,ml,34,51,0.008457,0.08,hv,hv70251562
2018-06-09T06:15:42.360Z,19.3974991,-155.2680054,-0.01,2.35,ml,8,176,0.002004,0.17,hv,hv70251552
2018-06-09T06:14:09.970Z,19.4405003,-155.2969971,-1.18,2.75,ml,19,49,0.02019,0.23,hv,hv70251547
2018-06-09T06:13:43.480Z,19.4083328,-155.283493,0.93,2.44,ml,24,53,0.009298,0.14,hv,hv70251542
2018-06-09T06:12:30.730Z,19.4169998,-155.2671661,0.9,1.99,ml,21,68,0.008402,0.16,hv,hv70251537
2018-06-09T06:11:47.550Z,19.3980007,-155.2531738,0.47,1.79,ml,9,121,0.01214,0.09,hv,hv70251532
2018-06-09T06:07:31.070Z,19.3761673,-155.2570038,1.85,2.71,ml,9,73,0.01569,0.08,hv,hv70251517
2018-06-09T06:07:29.820Z,19.3840008,-155.2550049,1.36,2.63,ml,19,80,0.003797,0.21,hv,hv70251512
2018-06-09T06:06:25.060Z,33.5241661,-117.1295013,27.83,1.28,ml,19,120,0.1606,0.34,ci,ci38194288
2018-06-09T06:05:53.870Z,19.3983326,-155.269165,2.04,2.15,ml,11,94,0.005154,0.1,hv,hv70251507
2018-06-09T06:03:31.040Z,19.4041672,-155.2598267,1.39,2.65,ml,32,53,0.007879,0.31,hv,hv70251497
2018-06-09T06:02:46.800Z,33.4898333,-116.786,2.52,0.76,ml,25,59,0.08565,0.16,ci,ci38194280
2018-06-09T06:01:52.250Z,33.4761667,-116.7945,2.73,2.23,ml,84,28,0.101,0.23,ci,ci38194264
